item_id;category_id;category_name;title;content;type;source;heat;date_time;i_keywords_label;i_class_label;i_entities_label
2c146bf77aec4c70976d5858eaf92827;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;志愿军老战士顾绍仁：从步兵直接“转型”高射机枪手;;doc;新浪新闻;11;1606147200000;['复员', '敌机', '单位', '敌军', '战舰', '炮弹', '我军', '报告', '机枪', '命令'];['军史回眸', '国际军事', '军事'];['冲锋枪', '美军', '美战舰', '炮弹', '高射机枪', '中国人民解放军', '步话机', '防空火炮', '高射炮', '海岸炮', '辽宁', '第15军', '高炮', '战舰', '指挥舰炮']
77ae8e19b6b641f7a462e7757cabd260;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;"""日本鬼子""抱孙子谈侵华：杀的中国小孩和他一样大";;doc;新浪新闻;3;1606147200000;['士兵', '酒店', '部队', '历史', '新闻周刊', '电影展', '影片', '老兵', '纪录片', '俘虏'];['军史回眸', '国际军事', '军事'];['皇军', '731部队']
44bc5695952a40c88344f26f356e9b51;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;抗美援朝老兵:战士前脚让帮忙寄信 后脚出去就没回来;;doc;新浪新闻;6;1606147200000;['志愿军', '受访者', '资料', '部队', '浮桥', '军鞋', '后勤', '烈士', '战友', '战士'];['军史回眸', '国际军事', '军事'];['马世勋', '中国人民志愿军军', ' \u3000\u3000光阴', '重炮部队', '马世勋白天', '杨青 龙雷', '\u3000\u3000志愿军', '周玉福']
d2b043b1e8054e1d99201741d2ad467b;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;这支号称打败隆美尔印军王牌 仅用一天就被我军全歼;;doc;新浪新闻;7;1606147200000;['地区', '骑兵团', '印度人', '印军', '部队', '二战', '英国人', '英属', '军队', '葡萄牙人', '王牌'];['军史回眸', '国际军事', '军事'];['第七旅', '英法联军', '印度第四步兵师', '阿拉曼', '山南军分区边防部队', '印度师', '印度第11步兵旅', '第11师32团', '英国部队', '印度第五步兵师', '第7旅', '中国人民解放军', '葛亮', '英印部队', '工兵团', '第5旅', '中国军队', '印度自行车部队', '张国华', '印度陆军', '八国联军', '德军部队', '德国第五装甲集团军', '印军第7旅', ' \u3000\u3000阿拉曼', '日军', '印度军队二战打德军', '英国师', '达尔维', '李云龙', '德意联军', '解放军', '尼贝瓦', '印军第七旅', '英印军', '印度军队', '英军', '第四步兵师', '共军', '图 \u3000\u3000中国军队', '印军', '远征军']
94b1fdf468f54314810558bc18f74770;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;八百壮士被骗缴械 子弹达12万发比八路军129师还多;;doc;新浪新闻;6;1606147200000;['租界', '装备', '部队', '国府', '守军', '仓库', '八百壮士', '日军', '重机枪', '军队'];['军史回眸', '国际军事', '军事'];['第 88 师', '步兵连', '步兵营', '重机枪弹23222发', '重机枪122', '重机枪6', '斯马莱特', '中英军', '高射机枪', '八路军129师', '冯圣法', '孙元良', '英国保卫部队', '中国军队', '蒋介石', '手枪弹6051发', '中央军', '步马枪弹43012', '中国武装部队', '八路军', '轻机枪', '张柏亭', '英国军队', '日军', '守军', '杨虎', '轻重机枪', '轻机枪27', '重机枪', '英军', ' \u3000\u3000四行守军', '四行守军', '俞鸿钧', '524团1营', '高射机枪2', '轻机枪弹27361', '冲锋枪弹310']
25abf31e02574f0e9f11edf8a382d507;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;志愿军女战士沈正林：一火炕两板凳的战地婚礼;;doc;新浪新闻;16;1606147200000;['志愿军', '同志', '婚礼', '老百姓', '字样', '老伴', '房子', '伤员', '战场', '战士'];['军史回眸', '国际军事', '军事'];[' \u3000\u3000沈正林', '美军', '沈正林', '第二批部队']
92d6de4f669b4f778736e44411430d59;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;塞尔维亚总统屈身背后 是把自己打没了的南斯拉夫;;doc;新浪新闻;4;1606147200000;['地区', '武装', '国家', '民族', '地方', '铁托', '外交', '军事', '领导人', '种族'];['军史回眸', '国际军事', '军事'];['阿尔巴尼亚人', '武契奇', '特拉维夫', '科索沃', '米洛舍维奇', '霍蒂', '董佳宁 ', '民族矛盾', '解放军', '米洛舍维奇', '特朗普', '奥斯曼']
376089a0ae8741bdae05bb055197ba93;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;我军“夜袭阳明堡战斗模范连”永远的金字招牌;;doc;新浪新闻;11;1606147200000;['连队', '战旗', '官兵', '驾驶员', '精武', '肚子', '机场', '飞机', '照片', '精神'];['军史回眸', '国际军事', '军事'];['八路军129师769团', '战旗方队', '李俊', ' \u3000\u3000第73集团军', '曹俊鸿坐', '“神枪手”精神', '装甲步兵连', '陈思宇', '神枪手', '56式半自动步枪', '猎猎', '曹俊', '集束手榴弹', ' \u3000\u3000枪', '八路军', ' \u3000\u3000一支连队', '第73集团军', '陈鑫', '英雄连队', '第129师', '杨得志', '日军', '“履带轮”', '步战车', '炮弹', '曹俊鸿', '宋世哲', '登陆舰', '杨勇', '彭德怀', '\u3000恩格斯', '突击队', '刘志勇', '李华', '人民军队', ' \u3000\u3000曹俊鸿', ' \u3000\u3000步战车', '强军精武红四连']
1f43c6708cd2483fb7016cdef885b748;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;志愿军老战士：当年过鸭绿江就没想过回来;;doc;新浪新闻;18;1606147200000;['抗美援朝战争', '敌人', '指挥所', '抗日战争', '电台', '司机', '汽油弹', '飞机', '战友', '炸弹'];['军史回眸', '国际军事', '军事'];['坦克170', '中国人民志愿军', '步炮', '金城川', '空军', '克拉克', '飞机大炮', '光荣呐', '志愿军第46军136师']
5087486c2e2b4aac8ea77663414ab527;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;"终结我空军""弹炮混成""时代的 不只是海湾战争和S300";;doc;新浪新闻;13;1606147200000;['部队', '高炮', '混成旅', '红二', '地面', '兵器', '系统', '地空导弹', '空军', '防空兵'];['军史回眸', '国际军事', '军事'];['导弹', '高炮团', '地空导弹', '混编地空导弹营', '美军', 'S-300PMU', '地空导弹部队', '57mm炮弹集火打巡航导弹', '防空部队', '地空导弹团/高射炮兵团', '地空导弹系统', 'U-2高空侦察机', '地面防空兵部队', '空军', '高炮部队', '地空导弹团', '高炮', '地空导弹旅', '防空混成旅', '红旗-2', '空军防空混成旅', '旅级部队', '空军地空导弹部队', '机动作战部队', '红旗-909', '高射炮兵拦截巡航导弹', '雷达', '伊拉克', '松-9炮瞄雷达', '七爷八爷团', '地空导弹师', '航空兵部队', '落叶常棣座机', '导弹系统', 'S-300', '巡航导弹', 'S-300地导系统', '空军航空兵', '大口径高炮', '人民空军', '100mm高炮', '高炮师', '林虎', 'S-125', '地导部队', '高射炮兵营', '红二兵器', '地空导弹营']
ec6dd26a45eb467b84dfe64e82bf3d1a;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;只靠一个人就改变历史？刘邦幸亏有这个铁哥们才得救;;doc;新浪新闻;13;1606147200000;['绘制', '资历', '网友', '历史', '众将', '观点', '青史留名', '婚姻', '机会', '代表'];['军史回眸', '国际军事', '军事'];[' \u3000\u3000赵匡胤', '暗号', '张良', '秦王击缶', '秦王擅长', ' \u3000\u3000樊哙乘机', '赵匡胤', '秦王', '秦昭襄', '秦军', '赵王琴弹', '赵王勉强', '赵王', '隋唐宋', '半马', '赵王弹琴']
cdb56d12ec434b27a4aa4d7b152abccc;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;日市民团体出版二战参与者证词 揭开731部队罪证;;doc;新浪新闻;23;1606147200000;['灰烬', '二战', '袋子', '部队', '书包', '团体', '机枪', '证词', '俘虏', '战争'];['军史回眸', '国际军事', '军事'];[' 揭开731部队', 'in鸭川']
047257c841164b5e9127bcfac746d045;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;日本市民团体出版二战参与者证词 揭开731部队罪证;;doc;新浪新闻;6;1606147200000;['学校', '灰烬', '袋子', '二战', '书包', '人士', '机枪', '战争', '俘虏', '证词'];['军史回眸', '国际军事', '军事'];['in鸭川']
f5b5d97ac0bc439285b37a7cf2b4da78;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;抗美援朝70周年：是英雄，是好汉，三八线上来检验;;doc;新浪新闻;3;1606147200000;['志愿军', '敌人', '抗日战争', '防空洞', '目标', '作风', '阵地', '标题', '坦克', '战士'];['军史回眸', '国际军事', '军事'];['坦克炮', '飞机', '坦克', '运坦克', ' \u3000\u3000坦克', '美军', '八路军', '70周年·', '志愿军第32师']
89e2d0ac0b8845c1b95ae86c867985bd;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;抗美援朝老兵：若有敌人再来犯 我还能杀他两个！;;doc;新浪新闻;10;1606147200000;['父亲', '岩壁', '敌军', '部队', '老人', '祖国', '坑道', '战场', '战士', '线路'];['军史回眸', '国际军事', '军事'];['棉衣袖筒']
6ba7456727c14c1081ee9abded1297c2;a7d7b2f01de741b0a16e21bfd4a9bfd5;军事/军史回眸;秦汉与罗马有着相似的基础与挑战 为何发展不同;;doc;新浪新闻;11;1606147200000;['政治', '经济', '社会', '国家', '农业', '小农', '制度', '土地', '贵族', '商人'];['军史回眸', '国际军事', '军事'];['董仲舒', '秦吏', '北匈奴', '里耶秦简', '张汤', '里耶', '\u3000\u3000里耶秦', '格拉古', '中蒙联合考古队', '小农', '私人军队', '山川', '湘西龙山里耶镇', ' \u3000\u3000匈奴', '董仲舒天人', '尊尊', '刘彻怒', ' \u3000\u3000刘彻', '刘彻明白', '卢比', '王侯', ' \u3000\u3000里耶']
